,Year,Month,Day,no_tot,datetime,no_stupid,no_obama,no_liberal,no_idiot,no_conservative,no_values,no_principles,stupid_rate,obama_rate,liberal_rate,idiot_rate,conservative_rate,values_rate,principles_rate
122,2015,2,28,6387,2015-02-28,39,369,48,17,228,1,14,0.0061061531235321745,0.05777360263034288,0.007515265382808831,0.0026616564897447943,0.035697510568341945,0.0001565680288085173,0.002191952403319242
123,2015,3,2,5228,2015-03-02,7,387,77,13,263,2,5,0.0013389441469013007,0.07402448355011476,0.014728385615914307,0.002486610558530987,0.050306044376434586,0.00038255547054322876,0.0009563886763580719
124,2015,3,3,5559,2015-03-03,66,295,38,13,206,19,7,0.011872638963842417,0.053067098398992624,0.006835761827666847,0.002338550098938658,0.03705702464472027,0.0034178809138334233,0.0012592192840438928
125,2015,3,8,5797,2015-03-08,41,71,11,2,43,1,1,0.007072623770915991,0.012247714335000862,0.0018975332068311196,0.0003450060376056581,0.007417629808521649,0.00017250301880282904,0.00017250301880282904
126,2015,3,9,4920,2015-03-09,15,59,1,7,86,2,4,0.003048780487804878,0.011991869918699187,0.0002032520325203252,0.0014227642276422765,0.017479674796747967,0.0004065040650406504,0.0008130081300813008
127,2015,3,12,9807,2015-03-12,20,250,21,11,147,1,2,0.0020393596410727033,0.02549199551340879,0.0021413276231263384,0.0011216478025899868,0.014989293361884369,0.00010196798205363516,0.00020393596410727031
128,2015,3,13,7314,2015-03-13,16,240,29,22,137,1,4,0.0021875854525567405,0.03281378178835111,0.0039649986327590925,0.0030079299972655183,0.018731200437517092,0.00013672409078479628,0.0005468963631391851
129,2015,3,14,5738,2015-03-14,19,134,29,13,75,57,3,0.0033112582781456954,0.02335308469850122,0.005054025792959219,0.002265597769257581,0.01307075636110143,0.009933774834437087,0.0005228302544440571
130,2015,3,15,7122,2015-03-15,97,451,64,36,113,19,13,0.013619769727604605,0.06332490873350183,0.008986239820275204,0.005054759898904802,0.015866329682673406,0.0026677899466442012,0.0018253299634934008
131,2015,3,16,5576,2015-03-16,64,244,66,12,144,3,2,0.011477761836441894,0.04375896700143472,0.011836441893830704,0.002152080344332855,0.02582496413199426,0.0005380200860832137,0.0003586800573888092
132,2015,3,17,6196,2015-03-17,48,353,52,12,182,3,2,0.007746933505487412,0.05697224015493867,0.008392511297611363,0.001936733376371853,0.02937378954163977,0.0004841833440929632,0.00032278889606197545
133,2015,3,18,5237,2015-03-18,67,193,48,57,146,7,2,0.012793584113041817,0.036853160206224936,0.009165552797403094,0.010884093946916173,0.02787855642543441,0.001336643116287951,0.0003818980332251289
134,2015,3,19,5353,2015-03-19,30,344,51,33,82,9,1,0.005604334018307491,0.06426303007659256,0.009527367831122735,0.00616476742013824,0.015318512983373809,0.0016813002054922473,0.00018681113394358303
135,2015,3,20,5532,2015-03-20,44,156,89,13,82,6,2,0.007953723788864787,0.028199566160520606,0.0160882140274765,0.0023499638467100506,0.01482284887924801,0.0010845986984815619,0.00036153289949385393
